"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-16-47-53",2.1,565.726955917544,1,559.227291964059,0.875,517.534443059635,1,30.591531684126,96.0343445108604,105.924782342678
