"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-10-59-21",1.3,587.904765884938,1,529.582607201847,0.941176470588235,547.879773377877,0.875,88.7405600916101,87.039999668824,67.7055053784553
