"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-17-37-35",2.3,561.555021539625,1,578.762542836015,0.923076923076923,517.18084811614,1,68.4981819499475,99.0447878312319,75.2697152766472
