"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-10-33-05",1.22222222222222,545.646785961442,1,502.855310556572,0.818181818181818,544.21498777559,0.866666666666667,100.329631258699,104.515839677189,63.9091844701982
