"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-13-17-42",2.1,514.014865123308,1,556.255246502111,0.9375,583.478069786809,0.923076923076923,66.1409452902356,88.4599278283045,85.9495785340235
