"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-18-57-06",2.4,535.805607280542,0.857142857142857,508.776026926699,0.933333333333333,516.132467414012,0.769230769230769,55.447476388166,89.1688428799115,104.466943180349
