"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-16-26-45",1.1,529.904812399305,1,529.887258786526,0.705882352941177,549.243368313433,0.928571428571429,79.531000737369,79.8279850462669,83.4407608110754
