"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-10-45-51",1.8,519.532375831553,1,576.629784068269,0.875,488.341236561664,0.8,71.7071811159541,90.494653405698,76.126047787332
