"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-11-46-38",2.7,573.904917601858,1,595.075641071579,0.923076923076923,554.620626609079,0.6,79.2098477448138,91.71809852602,114.448352718785
