"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-17-46-31",2.4,607.758671483226,1,504.487988725816,0.846153846153846,544.861405147216,0.933333333333333,51.3670413068329,87.5688501967078,75.6858161434058
