"subject_id","tef10_score","behavior.practice_mean_rt","behavior.practice_acc","behavior.magnitude_mean_rt","behavior.magnitude_acc","behavior.parity_mean_rt","behavior.parity_acc","behavior.practice_sd_rt","behavior.magnitude_sd_rt","behavior.parity_sd_rt"
"npt-experiment-2025-11-05-12-44-20",1.6,593.646469593656,1,585.901608243635,0.8,533.122723180606,0.866666666666667,52.5176400005953,81.5395711807953,91.7432324826466
