"mean_magnitude_rt","mean_parity_rt","mean_rt_diff","sd_magnitude_rt","sd_parity_rt","sd_rt_diff"
552.197584653555,540.531166479352,-11.6664181742034,30.768941964127,23.4660261587922,39.1734936418574
